Groups,model,RMSD,RMSD_rank,DI,DI_rank,INF_all,INF_all_rank,INF_wc,INF_wc_rank,INF_nwc,INF_nwc_rank,INF_stack,INF_stack_rank,clash,clash_rank,MCQ,MCQ_rank,TM,TM_rank,GDT,GDT_rank,p-value,solution,PZ,RMSD_minus,complete_name
Bujnicki,5,17.768,44,17.768,4,-1.0,63,-1.0,63,-1.0,19,-1.0,63,0.0,1,20.861,37,0.265,10,0.0,1,0.01677,0,PZ26tBox,-17.768,PZ26tBox_Bujnicki_5
Chen,8,17.783,45,23.515,48,0.756,37,0.923,19,-1.0,19,0.68,51,1.55,13,23.193,46,0.185,66,0.0,1,0.01713,0,PZ26tBox,-17.783,PZ26tBox_Chen_8
FARFAR2,9,17.824,46,24.112,50,0.739,52,0.88,44,0.0,1,0.693,47,2.58,21,17.903,8,0.213,45,0.0,1,0.01811,0,PZ26tBox,-17.824,PZ26tBox_FARFAR2_9
TFN,1,17.948,47,23.789,49,0.754,40,0.929,10,-1.0,19,0.685,48,3.61,32,19.317,24,0.223,28,0.0,1,0.02139,0,PZ26tBox,-17.948,PZ26tBox_TFN_1
Chen,4,18.096,48,26.441,61,0.684,57,0.895,36,-1.0,19,0.591,57,5.15,41,24.625,52,0.195,63,0.0,1,0.02597,0,PZ26tBox,-18.096,PZ26tBox_Chen_4
RNAComposer,3,18.211,49,18.211,6,-1.0,63,-1.0,63,-1.0,19,-1.0,63,6.7,47,23.96,50,0.281,5,0.0,1,0.03008,0,PZ26tBox,-18.211,PZ26tBox_RNAComposer_3
iFoldRNA,2,18.22,50,24.123,52,0.755,38,0.821,57,-1.0,19,0.736,16,137.54,65,23.169,45,0.212,47,0.0,1,0.03041,0,PZ26tBox,-18.22,PZ26tBox_iFoldRNA_2
TFN,10,18.665,51,24.588,53,0.759,35,0.872,52,-1.0,19,0.723,24,2.58,21,19.66,27,0.242,18,0.0,1,0.05181,0,PZ26tBox,-18.665,PZ26tBox_TFN_10
Chen,2,18.828,52,26.839,62,0.701,56,0.895,36,-1.0,19,0.616,56,4.12,35,26.006,57,0.199,58,0.0,1,0.06214,0,PZ26tBox,-18.828,PZ26tBox_Chen_2
Adamiak,1,19.323,53,19.323,10,-1.0,63,-1.0,63,-1.0,19,-1.0,63,8.76,50,22.367,42,0.262,12,0.0,1,0.1035,0,PZ26tBox,-19.323,PZ26tBox_Adamiak_1
Chen,10,19.413,54,24.779,54,0.783,18,0.919,27,-1.0,19,0.732,18,5.15,41,25.877,56,0.217,40,0.0,1,0.1128,0,PZ26tBox,-19.413,PZ26tBox_Chen_10
Chen,7,19.451,55,26.332,60,0.739,52,0.919,27,-1.0,19,0.66,54,2.06,18,26.154,60,0.215,43,0.0,1,0.1168,0,PZ26tBox,-19.451,PZ26tBox_Chen_7
Chen,1,19.485,56,25.18,56,0.774,23,0.895,36,-1.0,19,0.723,24,1.03,7,26.021,58,0.203,55,0.0,1,0.1206,0,PZ26tBox,-19.485,PZ26tBox_Chen_1
TFN,5,20.064,57,25.089,55,0.8,7,0.88,44,-1.0,19,0.773,5,1.03,7,21.162,40,0.223,28,0.0,1,0.1977,0,PZ26tBox,-20.064,PZ26tBox_TFN_5
Chen,3,20.085,58,26.194,58,0.767,30,0.923,19,-1.0,19,0.7,46,4.64,40,25.809,55,0.206,53,0.0,1,0.2008,0,PZ26tBox,-20.085,PZ26tBox_Chen_3
Adamiak,2,20.201,59,26.238,59,0.77,26,0.923,19,-1.0,19,0.703,44,10.3,54,27.782,63,0.232,22,0.0,1,0.2195,0,PZ26tBox,-20.201,PZ26tBox_Adamiak_2
Adamiak,3,20.299,60,25.467,57,0.797,12,0.923,19,-1.0,19,0.745,10,9.79,53,23.643,48,0.252,16,0.0,1,0.2359,0,PZ26tBox,-20.299,PZ26tBox_Adamiak_3
Xiao,1,20.652,61,47.044,63,0.439,58,0.382,58,-1.0,19,0.469,62,1.03,7,25.511,54,0.236,19,0.0,1,0.3003,0,PZ26tBox,-20.652,PZ26tBox_Xiao_1
RNAComposer,1,20.901,62,20.901,21,-1.0,63,-1.0,63,-1.0,19,-1.0,63,7.73,49,20.821,36,0.262,12,0.0,1,0.3501,0,PZ26tBox,-20.901,PZ26tBox_RNAComposer_1
RNAComposer,2,21.216,63,21.216,26,-1.0,63,-1.0,63,-1.0,19,-1.0,63,6.7,47,22.737,44,0.206,53,0.0,1,0.4168,0,PZ26tBox,-21.216,PZ26tBox_RNAComposer_2
Xiao,3,23.271,64,58.7,64,0.396,59,0.0,59,-1.0,19,0.519,59,13.4,57,28.128,66,0.22,32,0.0,1,0.8242,0,PZ26tBox,-23.271,PZ26tBox_Xiao_3
Xiao,4,23.271,64,58.7,64,0.396,59,0.0,59,-1.0,19,0.519,59,13.4,57,28.127,65,0.22,32,0.0,1,0.8242,0,PZ26tBox,-23.271,PZ26tBox_Xiao_4
Xiao,5,23.271,64,58.7,64,0.396,59,0.0,59,-1.0,19,0.519,59,13.4,57,28.128,66,0.22,32,0.0,1,0.8242,0,PZ26tBox,-23.271,PZ26tBox_Xiao_5
Xiao,2,25.069,67,63.236,67,0.396,59,0.0,59,-1.0,19,0.532,58,0.52,4,26.13,59,0.186,65,0.0,1,0.9732,0,PZ26tBox,-25.069,PZ26tBox_Xiao_2
TFN,8,2.414,1,2.847,5,0.848,52,1.0,1,0.894,14,0.781,52,1.77,36,16.06,26,0.665,11,0.0,1,0.0,0,PZ26tRNA,-2.414,PZ26tRNA_TFN_8
TFN,4,2.419,2,2.812,4,0.86,30,1.0,1,0.894,14,0.8,30,1.33,20,15.72,9,0.667,8,0.0,1,0.0,0,PZ26tRNA,-2.419,PZ26tRNA_TFN_4
Bujnicki,2,2.427,3,2.694,1,0.901,5,1.0,1,1.0,1,0.853,6,0.0,1,18.738,33,0.679,6,0.0,1,0.0,0,PZ26tRNA,-2.427,PZ26tRNA_Bujnicki_2
FARFAR2,5,2.429,4,2.807,3,0.865,27,1.0,1,0.894,14,0.807,26,1.33,20,15.759,18,0.663,13,0.0,1,0.0,0,PZ26tRNA,-2.429,PZ26tRNA_FARFAR2_5
TFN,2,2.458,5,2.857,8,0.86,30,1.0,1,0.894,14,0.8,30,1.77,36,15.739,13,0.664,12,0.0,1,0.0,0,PZ26tRNA,-2.458,PZ26tRNA_TFN_2
TFN,3,2.481,6,2.884,9,0.86,30,1.0,1,0.894,14,0.8,30,1.77,36,15.752,17,0.661,17,0.0,1,0.0,0,PZ26tRNA,-2.481,PZ26tRNA_TFN_3
TFN,7,2.482,7,2.893,10,0.858,46,1.0,1,0.894,14,0.795,46,0.89,13,15.954,22,0.661,17,0.0,1,0.0,0,PZ26tRNA,-2.482,PZ26tRNA_TFN_7
Adamiak,3,2.483,8,2.745,2,0.905,4,1.0,1,0.775,47,0.875,1,6.65,46,18.584,32,0.732,1,0.0,1,0.0,0,PZ26tRNA,-2.483,PZ26tRNA_Adamiak_3
Das,2,2.483,8,2.852,6,0.87,20,1.0,1,0.894,14,0.814,23,1.33,20,15.384,1,0.661,17,0.0,1,0.0,0,PZ26tRNA,-2.483,PZ26tRNA_Das_2
FARFAR2,1,2.483,8,2.852,6,0.87,20,1.0,1,0.894,14,0.814,23,1.33,20,15.384,1,0.661,17,0.0,1,0.0,0,PZ26tRNA,-2.483,PZ26tRNA_FARFAR2_1
TFN,10,2.505,11,2.93,13,0.855,49,1.0,1,0.894,14,0.793,49,1.77,36,15.776,19,0.661,17,0.0,1,0.0,0,PZ26tRNA,-2.505,PZ26tRNA_TFN_10
TFN,1,2.514,12,2.93,13,0.858,46,1.0,1,0.894,14,0.795,46,1.33,20,15.677,5,0.661,17,0.0,1,0.0,0,PZ26tRNA,-2.514,PZ26tRNA_TFN_1
RNAComposer,1,2.515,13,2.901,12,0.867,26,0.978,47,0.632,48,0.837,12,10.64,49,20.46,37,0.714,2,0.0,1,0.0,0,PZ26tRNA,-2.515,PZ26tRNA_RNAComposer_1
FARFAR2,8,2.522,14,2.948,20,0.855,49,1.0,1,0.894,14,0.793,49,1.33,20,15.736,12,0.66,25,0.0,1,0.0,0,PZ26tRNA,-2.522,PZ26tRNA_FARFAR2_8
TFN,5,2.526,15,2.937,16,0.86,30,1.0,1,0.894,14,0.8,30,1.77,36,16.101,30,0.662,15,0.0,1,0.0,0,PZ26tRNA,-2.526,PZ26tRNA_TFN_5
Das,5,2.531,16,2.942,17,0.86,30,1.0,1,0.894,14,0.8,30,1.77,36,16.068,27,0.66,25,0.0,1,0.0,0,PZ26tRNA,-2.531,PZ26tRNA_Das_5
FARFAR2,3,2.531,16,2.942,17,0.86,30,1.0,1,0.894,14,0.8,30,1.77,36,16.068,27,0.66,25,0.0,1,0.0,0,PZ26tRNA,-2.531,PZ26tRNA_FARFAR2_3
FARFAR2,9,2.533,18,2.944,19,0.86,30,1.0,1,0.894,14,0.8,30,1.33,20,15.745,14,0.66,25,0.0,1,0.0,0,PZ26tRNA,-2.533,PZ26tRNA_FARFAR2_9
Das,6,2.544,19,2.957,21,0.86,30,1.0,1,0.894,14,0.8,30,0.89,13,15.748,15,0.661,17,0.0,1,0.0,0,PZ26tRNA,-2.544,PZ26tRNA_Das_6
FARFAR2,4,2.544,19,2.957,21,0.86,30,1.0,1,0.894,14,0.8,30,0.89,13,15.748,15,0.661,17,0.0,1,0.0,0,PZ26tRNA,-2.544,PZ26tRNA_FARFAR2_4
TFN,6,2.556,21,2.971,24,0.86,30,1.0,1,0.894,14,0.8,30,1.33,20,16.091,29,0.66,25,0.0,1,0.0,0,PZ26tRNA,-2.556,PZ26tRNA_TFN_6
RNAComposer,2,2.559,22,2.931,15,0.873,18,0.978,47,0.632,48,0.845,8,15.52,54,21.478,40,0.69,4,0.0,1,0.0,0,PZ26tRNA,-2.559,PZ26tRNA_RNAComposer_2
Das,9,2.571,23,2.961,23,0.868,24,1.0,1,0.894,14,0.809,25,1.33,20,15.669,4,0.653,41,0.0,1,0.0,0,PZ26tRNA,-2.571,PZ26tRNA_Das_9
Bujnicki,1,2.611,24,2.898,11,0.901,5,1.0,1,1.0,1,0.853,6,0.0,1,18.968,34,0.666,9,0.0,1,0.0,0,PZ26tRNA,-2.611,PZ26tRNA_Bujnicki_1
Das,8,2.618,25,3.044,25,0.86,30,1.0,1,0.894,14,0.8,30,0.89,13,15.73,10,0.659,33,0.0,1,0.0,0,PZ26tRNA,-2.618,PZ26tRNA_Das_8
FARFAR2,7,2.618,25,3.044,25,0.86,30,1.0,1,0.894,14,0.8,30,0.89,13,15.73,10,0.659,33,0.0,1,0.0,0,PZ26tRNA,-2.618,PZ26tRNA_FARFAR2_7
TFN,9,2.619,27,3.071,29,0.853,51,1.0,1,0.894,14,0.788,51,1.33,20,16.006,23,0.659,33,0.0,1,0.0,0,PZ26tRNA,-2.619,PZ26tRNA_TFN_9
Das,4,2.622,28,3.048,27,0.86,30,1.0,1,0.894,14,0.8,30,1.33,20,16.012,24,0.66,25,0.0,1,0.0,0,PZ26tRNA,-2.622,PZ26tRNA_Das_4
FARFAR2,2,2.622,28,3.048,27,0.86,30,1.0,1,0.894,14,0.8,30,1.33,20,16.012,24,0.66,25,0.0,1,0.0,0,PZ26tRNA,-2.622,PZ26tRNA_FARFAR2_2
Das,7,2.659,30,3.091,30,0.86,30,1.0,1,0.894,14,0.8,30,1.33,20,15.695,6,0.657,36,0.0,1,0.0,0,PZ26tRNA,-2.659,PZ26tRNA_Das_7
FARFAR2,6,2.659,30,3.091,30,0.86,30,1.0,1,0.894,14,0.8,30,1.33,20,15.695,6,0.657,36,0.0,1,0.0,0,PZ26tRNA,-2.659,PZ26tRNA_FARFAR2_6
Das,10,2.669,32,3.111,32,0.858,46,1.0,1,0.894,14,0.795,46,1.33,20,15.709,8,0.657,36,0.0,1,0.0,0,PZ26tRNA,-2.669,PZ26tRNA_Das_10
RNAComposer,3,2.762,33,3.174,33,0.87,20,0.978,47,0.894,14,0.82,21,11.09,51,21.102,38,0.703,3,0.0,1,0.0,0,PZ26tRNA,-2.762,PZ26tRNA_RNAComposer_3
Das,1,2.808,34,3.253,37,0.863,28,1.0,1,0.894,14,0.802,29,1.33,20,15.588,3,0.652,42,0.0,1,0.0,0,PZ26tRNA,-2.808,PZ26tRNA_Das_1
Das,3,2.811,35,3.211,35,0.876,16,1.0,1,0.894,14,0.821,19,0.89,13,15.935,20,0.651,43,0.0,1,0.0,0,PZ26tRNA,-2.811,PZ26tRNA_Das_3
FARFAR2,10,2.811,35,3.211,35,0.876,16,1.0,1,0.894,14,0.821,19,0.89,13,15.935,20,0.651,43,0.0,1,0.0,0,PZ26tRNA,-2.811,PZ26tRNA_FARFAR2_10
Chen,4,2.844,37,3.206,34,0.887,9,0.978,47,1.0,1,0.841,10,0.44,7,21.792,42,0.67,7,0.0,1,0.0,0,PZ26tRNA,-2.844,PZ26tRNA_Chen_4
Chen,2,3.055,38,3.418,39,0.894,8,1.0,1,1.0,1,0.841,10,2.22,43,22.008,44,0.663,13,0.0,1,0.0,0,PZ26tRNA,-3.055,PZ26tRNA_Chen_2
Bujnicki,4,3.089,39,3.41,38,0.906,3,1.0,1,1.0,1,0.86,4,0.0,1,19.239,35,0.66,25,0.0,1,0.0,0,PZ26tRNA,-3.089,PZ26tRNA_Bujnicki_4
Bujnicki,3,3.28,40,3.6,40,0.911,2,1.0,1,1.0,1,0.867,3,0.0,1,18.468,31,0.681,5,0.0,1,0.0,0,PZ26tRNA,-3.28,PZ26tRNA_Bujnicki_3
Chen,5,3.535,41,3.941,41,0.897,7,0.978,47,1.0,1,0.856,5,6.22,45,22.407,45,0.666,9,0.0,1,0.0,0,PZ26tRNA,-3.535,PZ26tRNA_Chen_5
Xiao,1,3.633,42,5.257,50,0.691,57,0.86,59,-1.0,57,0.66,57,15.52,54,26.457,62,0.522,53,0.0,1,0.0,0,PZ26tRNA,-3.633,PZ26tRNA_Xiao_1
Xiao,2,3.633,42,5.257,50,0.691,57,0.86,59,-1.0,57,0.66,57,15.52,54,26.457,62,0.522,53,0.0,1,0.0,0,PZ26tRNA,-3.633,PZ26tRNA_Xiao_2
Xiao,3,3.633,42,5.257,50,0.691,57,0.86,59,-1.0,57,0.66,57,15.52,54,26.457,62,0.522,53,0.0,1,0.0,0,PZ26tRNA,-3.633,PZ26tRNA_Xiao_3
Xiao,4,3.633,42,5.257,50,0.691,57,0.86,59,-1.0,57,0.66,57,15.52,54,26.457,62,0.522,53,0.0,1,0.0,0,PZ26tRNA,-3.633,PZ26tRNA_Xiao_4
Xiao,5,3.633,42,5.257,50,0.691,57,0.86,59,-1.0,57,0.66,57,15.52,54,26.457,62,0.522,53,0.0,1,0.0,0,PZ26tRNA,-3.633,PZ26tRNA_Xiao_5
Chen,8,3.777,47,4.303,42,0.878,15,1.0,1,0.894,14,0.825,17,0.0,1,23.407,56,0.612,49,0.0,1,0.0,0,PZ26tRNA,-3.777,PZ26tRNA_Chen_8
Chen,7,3.987,48,4.532,43,0.88,12,1.0,1,1.0,1,0.818,22,0.44,7,23.05,48,0.618,45,0.0,1,0.0,0,PZ26tRNA,-3.987,PZ26tRNA_Chen_7
Adamiak,2,4.021,49,4.63,44,0.868,24,1.0,1,0.632,48,0.828,16,9.31,47,23.322,53,0.584,50,0.0,1,0.0,0,PZ26tRNA,-4.021,PZ26tRNA_Adamiak_2
Adamiak,4,4.111,50,4.67,45,0.88,12,1.0,1,0.632,48,0.845,8,10.2,48,23.358,54,0.583,51,0.0,1,0.0,0,PZ26tRNA,-4.111,PZ26tRNA_Adamiak_4
Chen,1,4.16,51,4.717,46,0.882,11,1.0,1,1.0,1,0.823,18,5.32,44,23.249,51,0.662,15,0.0,1,0.0,0,PZ26tRNA,-4.16,PZ26tRNA_Chen_1
Adamiak,1,4.258,52,4.878,48,0.873,18,1.0,1,0.632,48,0.834,13,11.09,51,23.222,50,0.577,52,0.0,1,0.0,0,PZ26tRNA,-4.258,PZ26tRNA_Adamiak_1
Bujnicki,5,4.322,53,4.717,46,0.916,1,1.0,1,1.0,1,0.874,2,0.0,1,19.607,36,0.655,40,0.0,1,0.0,0,PZ26tRNA,-4.322,PZ26tRNA_Bujnicki_5
Chen,10,4.433,54,4.999,49,0.887,9,1.0,1,1.0,1,0.83,14,0.44,7,23.133,49,0.616,46,0.0,1,0.0,0,PZ26tRNA,-4.433,PZ26tRNA_Chen_10
Chen,6,4.924,55,5.662,55,0.87,20,1.0,1,1.0,1,0.805,27,0.44,7,22.471,46,0.614,47,0.0,1,0.0,0,PZ26tRNA,-4.924,PZ26tRNA_Chen_6
Chen,3,5.458,56,6.204,56,0.88,12,0.978,47,1.0,1,0.83,14,0.44,7,21.875,43,0.656,39,0.0,1,0.0,0,PZ26tRNA,-5.458,PZ26tRNA_Chen_3
Chen,9,5.538,57,6.42,57,0.863,28,1.0,1,0.894,14,0.805,27,0.44,7,22.794,47,0.613,48,0.0,1,0.0,0,PZ26tRNA,-5.538,PZ26tRNA_Chen_9
Ding,1,6.325,58,9.201,58,0.687,62,0.933,53,0.0,53,0.618,65,11.97,53,23.401,55,0.377,58,0.0,1,0.0,0,PZ26tRNA,-6.325,PZ26tRNA_Ding_1
Ding,2,10.346,59,16.46,61,0.629,67,0.834,65,-1.0,57,0.563,67,10.64,49,27.31,67,0.352,60,0.0,1,3.386e-14,0,PZ26tRNA,-10.346,PZ26tRNA_Ding_2
Ding,3,10.943,60,16.161,60,0.677,64,0.909,55,-1.0,57,0.612,66,17.29,60,24.27,58,0.374,59,0.0,1,4.028e-13,0,PZ26tRNA,-10.943,PZ26tRNA_Ding_3
SimRNA,5,11.538,61,16.097,59,0.717,54,0.865,58,-1.0,57,0.687,54,148.31,67,21.436,39,0.29,62,0.0,1,4.252e-12,0,PZ26tRNA,-11.538,PZ26tRNA_SimRNA_5
SimRNA,3,13.666,62,20.902,64,0.654,65,0.836,64,0.0,53,0.62,64,123.62,64,24.508,60,0.262,64,0.0,1,8.131e-09,0,PZ26tRNA,-13.666,PZ26tRNA_SimRNA_3
SimRNA,1,13.683,63,19.041,62,0.719,53,0.889,57,-1.0,57,0.674,55,117.88,61,23.306,52,0.249,66,0.0,1,8.597e-09,0,PZ26tRNA,-13.683,PZ26tRNA_SimRNA_1
iFoldRNA,1,14.164,64,20.197,63,0.701,56,0.894,56,-1.0,57,0.648,62,123.45,63,21.719,41,0.316,61,0.0,1,3.919e-08,0,PZ26tRNA,-14.164,PZ26tRNA_iFoldRNA_1
SimRNA,2,15.088,65,21.259,65,0.71,55,0.91,54,0.0,53,0.668,56,128.6,65,24.207,57,0.282,63,0.0,1,5.932e-07,0,PZ26tRNA,-15.088,PZ26tRNA_SimRNA_2
iFoldRNA,2,18.546,66,27.185,66,0.682,63,0.746,67,-1.0,57,0.688,53,120.84,62,24.332,59,0.257,65,0.0,1,0.001659,0,PZ26tRNA,-18.546,PZ26tRNA_iFoldRNA_2
SimRNA,4,20.459,67,31.304,67,0.654,65,0.766,66,0.0,53,0.639,63,142.98,66,24.92,61,0.196,67,0.0,1,0.03048,0,PZ26tRNA,-20.459,PZ26tRNA_SimRNA_4
TFN,2,9.498,1,11.896,5,0.798,13,0.922,15,0.8,8,0.747,13,7.41,38,23.403,1,0.16,33,0.0,1,0.0,0,PZ27,-9.498,PZ27_TFN_2
Das,2,10.115,2,12.698,8,0.797,14,0.922,15,0.8,8,0.745,17,7.81,43,23.823,14,0.157,49,0.0,1,0.0,0,PZ27,-10.115,PZ27_Das_2
FARFAR2,2,10.115,2,12.698,8,0.797,14,0.922,15,0.8,8,0.745,17,7.81,43,23.823,14,0.157,49,0.0,1,0.0,0,PZ27,-10.115,PZ27_FARFAR2_2
FARFAR2,6,10.333,4,13.031,10,0.793,25,0.922,15,0.8,8,0.739,22,7.27,34,24.391,27,0.159,42,0.0,1,0.0,0,PZ27,-10.333,PZ27_FARFAR2_6
Das,5,10.677,5,13.422,11,0.795,18,0.922,15,0.843,1,0.741,21,7.0,31,23.518,2,0.16,33,0.0,1,0.0,0,PZ27,-10.677,PZ27_Das_5
FARFAR2,8,10.677,5,10.677,1,-1.0,61,-1.0,61,-1.0,56,-1.0,61,7.0,31,23.518,2,0.16,33,0.0,1,0.0,0,PZ27,-10.677,PZ27_FARFAR2_8
Das,8,10.838,7,10.838,2,-1.0,61,-1.0,61,-1.0,56,-1.0,61,6.19,16,24.052,22,0.158,47,0.0,1,0.0,0,PZ27,-10.838,PZ27_Das_8
FARFAR2,1,10.838,7,13.625,12,0.795,18,0.91,30,0.8,8,0.747,13,6.19,16,24.052,22,0.158,47,0.0,1,0.0,0,PZ27,-10.838,PZ27_FARFAR2_1
TFN,10,10.94,9,13.683,13,0.8,9,0.916,25,0.8,8,0.751,8,8.75,48,23.813,13,0.154,53,0.0,1,0.0,0,PZ27,-10.94,PZ27_TFN_10
TFN,3,11.32,10,14.143,14,0.8,9,0.929,10,0.8,8,0.747,13,8.08,46,24.38,26,0.16,33,0.0,1,0.0,0,PZ27,-11.32,PZ27_TFN_3
TFN,4,11.629,11,14.556,16,0.799,12,0.922,15,0.8,8,0.747,13,7.54,39,25.149,30,0.149,57,0.0,1,0.0,0,PZ27,-11.629,PZ27_TFN_4
TFN,9,11.632,12,14.656,17,0.794,22,0.922,15,0.763,23,0.743,19,6.87,25,23.828,16,0.161,31,0.0,1,0.0,0,PZ27,-11.632,PZ27_TFN_9
Chen,9,11.691,13,14.458,15,0.809,1,0.944,3,0.667,25,0.759,1,4.17,10,28.668,48,0.156,52,0.0,1,0.0,0,PZ27,-11.691,PZ27_Chen_9
Chen,2,11.701,14,15.167,20,0.772,34,0.929,10,0.572,35,0.719,32,5.66,14,30.021,64,0.184,7,0.0,1,0.0,0,PZ27,-11.701,PZ27_Chen_2
Chen,4,11.71,15,14.796,18,0.791,27,0.944,3,0.667,25,0.735,28,4.85,11,29.497,60,0.184,7,0.0,1,0.0,0,PZ27,-11.71,PZ27_Chen_4
Das,6,11.807,16,11.807,3,-1.0,61,-1.0,61,-1.0,56,-1.0,61,6.19,16,23.829,17,0.159,42,0.0,1,0.0,0,PZ27,-11.807,PZ27_Das_6
FARFAR2,9,11.807,16,11.807,3,-1.0,61,-1.0,61,-1.0,56,-1.0,61,6.19,16,23.829,17,0.159,42,0.0,1,0.0,0,PZ27,-11.807,PZ27_FARFAR2_9
Das,9,11.83,18,14.796,18,0.8,9,0.91,30,0.843,1,0.751,8,6.87,25,23.632,7,0.164,25,0.0,1,0.0,0,PZ27,-11.83,PZ27_Das_9
Das,7,12.122,19,12.122,6,-1.0,61,-1.0,61,-1.0,56,-1.0,61,7.27,34,23.668,9,0.16,33,0.0,1,0.0,0,PZ27,-12.122,PZ27_Das_7
FARFAR2,7,12.122,19,12.122,6,-1.0,61,-1.0,61,-1.0,56,-1.0,61,7.27,34,23.668,9,0.16,33,0.0,1,0.0,0,PZ27,-12.122,PZ27_FARFAR2_7
Das,3,12.16,21,15.286,23,0.795,18,0.904,37,0.8,8,0.749,11,6.87,25,23.533,4,0.164,25,0.0,1,0.0,0,PZ27,-12.16,PZ27_Das_3
FARFAR2,4,12.16,21,15.286,23,0.795,18,0.904,37,0.8,8,0.749,11,6.87,25,23.533,4,0.164,25,0.0,1,0.0,0,PZ27,-12.16,PZ27_FARFAR2_4
Das,1,12.257,23,15.274,21,0.802,4,0.91,30,0.843,1,0.755,5,6.73,23,24.033,20,0.163,28,0.0,1,0.0,0,PZ27,-12.257,PZ27_Das_1
FARFAR2,3,12.257,23,15.274,21,0.802,4,0.91,30,0.843,1,0.755,5,6.73,23,24.033,20,0.163,28,0.0,1,0.0,0,PZ27,-12.257,PZ27_FARFAR2_3
TFN,6,12.5,25,15.779,25,0.792,26,0.916,25,0.8,8,0.739,22,7.54,39,24.812,28,0.16,33,0.0,1,0.0,0,PZ27,-12.5,PZ27_TFN_6
TFN,1,13.051,26,16.222,26,0.804,3,0.922,15,0.843,1,0.753,7,7.81,43,23.886,19,0.16,33,0.0,1,0.0,0,PZ27,-13.051,PZ27_TFN_1
Das,10,13.209,27,16.597,27,0.796,16,0.922,15,0.8,8,0.743,19,7.0,31,23.643,8,0.145,59,0.0,1,0.0,0,PZ27,-13.209,PZ27_Das_10
TFN,7,13.409,28,16.709,29,0.802,4,0.929,10,0.8,8,0.751,8,7.54,39,23.675,11,0.157,49,0.0,1,0.0,0,PZ27,-13.409,PZ27_TFN_7
Chen,3,13.622,29,17.95,31,0.759,35,0.904,37,0.572,35,0.71,35,2.29,4,28.02,40,0.194,3,0.0,1,0.0,0,PZ27,-13.622,PZ27_Chen_3
TFN,5,13.771,30,17.35,30,0.794,22,0.916,25,0.843,1,0.739,22,6.6,22,25.136,29,0.159,42,0.0,1,0.0,0,PZ27,-13.771,PZ27_TFN_5
RNAComposer,4,14.099,31,18.88,35,0.747,38,0.91,30,0.316,43,0.691,39,8.89,50,26.325,32,0.189,5,0.0,1,0.0,0,PZ27,-14.099,PZ27_RNAComposer_4
Chen,1,14.581,32,19.613,38,0.743,40,0.897,40,0.667,25,0.686,43,4.85,11,28.841,50,0.144,61,0.0,1,0.0,0,PZ27,-14.581,PZ27_Chen_1
Chen,8,14.74,33,18.569,34,0.794,22,0.944,3,0.667,25,0.737,26,4.04,9,29.262,54,0.146,58,0.0,1,0.0,0,PZ27,-14.74,PZ27_Chen_8
Das,4,14.745,34,18.384,32,0.802,4,0.91,30,0.8,8,0.757,2,6.87,25,24.189,24,0.17,20,0.0,1,0.0,0,PZ27,-14.745,PZ27_Das_4
FARFAR2,5,14.745,34,18.384,32,0.802,4,0.91,30,0.8,8,0.757,2,6.87,25,24.189,24,0.17,20,0.0,1,0.0,0,PZ27,-14.745,PZ27_FARFAR2_5
TFN,8,15.177,36,19.059,36,0.796,16,0.929,10,0.843,1,0.739,22,7.54,39,23.617,6,0.159,42,0.0,1,0.0,0,PZ27,-15.177,PZ27_TFN_8
Chen,5,15.283,37,19.659,39,0.777,32,0.913,29,0.667,25,0.729,29,4.85,11,29.084,53,0.189,5,0.0,1,0.0,0,PZ27,-15.283,PZ27_Chen_5
Bujnicki,1,15.648,38,21.937,43,0.713,41,0.798,42,0.559,38,0.692,38,2.02,3,27.113,35,0.19,4,0.0,1,0.0,0,PZ27,-15.648,PZ27_Bujnicki_1
Chen,10,15.654,39,19.348,37,0.809,1,0.945,2,0.7,24,0.757,2,7.27,34,28.517,46,0.15,55,0.0,1,0.0,0,PZ27,-15.654,PZ27_Chen_10
Bujnicki,3,15.933,40,22.338,44,0.713,41,0.785,45,0.559,38,0.695,37,2.96,5,27.728,39,0.196,2,0.0,1,0.0,0,PZ27,-15.933,PZ27_Bujnicki_3
RNAComposer,3,15.986,41,21.408,41,0.747,38,0.914,28,0.566,37,0.68,45,10.23,52,29.349,58,0.175,18,0.0,1,0.0,0,PZ27,-15.986,PZ27_RNAComposer_3
Chen,7,16.066,42,20.594,40,0.78,30,0.943,6,0.639,30,0.718,33,3.5,7,28.403,44,0.177,11,0.0,1,0.0,0,PZ27,-16.066,PZ27_Chen_7
Bujnicki,2,16.403,43,23.04,45,0.712,43,0.791,44,0.632,32,0.687,42,1.08,2,26.88,34,0.184,7,0.0,1,0.0,0,PZ27,-16.403,PZ27_Bujnicki_2
FARFAR2,10,16.598,44,16.598,28,-1.0,61,-1.0,61,-1.0,56,-1.0,61,6.19,16,23.677,12,0.16,33,0.0,1,0.0,0,PZ27,-16.598,PZ27_FARFAR2_10
Chen,6,17.044,45,21.572,42,0.79,28,0.936,9,0.639,30,0.737,26,3.36,6,28.68,49,0.17,20,0.0,1,0.0,0,PZ27,-17.044,PZ27_Chen_6
Adamiak,1,19.064,46,24.556,47,0.776,33,0.95,1,0.387,42,0.718,33,10.64,55,29.53,62,0.182,10,0.0,1,0.0,0,PZ27,-19.064,PZ27_Adamiak_1
